,Country,City,Year,co,no2,o3,pm10,pm25,so2
156,CZ,Brno,2021,,9.206042296072507,19.951963746223566,18.22356495468278,48.21148036253776,2.3595166163141994
157,CZ,Brno,2022,,8.398305084745763,20.108474576271185,17.247457627118646,45.76610169491526,2.5077966101694913
158,CZ,Brno,2023,,7.7,0.9,33.0,96.0,2.2
159,CZ,Olomouc,2016,,10.15,,22.166666666666668,56.0,
160,CZ,Olomouc,2017,,9.897814207650272,,25.14207650273224,65.42622950819673,
161,CZ,Olomouc,2018,,9.489617486338798,33.354,24.027322404371585,65.5464480874317,1.6375
162,CZ,Olomouc,2019,,8.080216802168021,21.356198347107437,19.021680216802167,49.43631436314363,1.6853448275862069
163,CZ,Olomouc,2020,,7.041379310344828,20.343939393939394,16.836206896551722,47.36206896551724,1.6662379421221867
164,CZ,Olomouc,2021,,7.390936555891239,20.13595166163142,18.48942598187311,47.274924471299094,1.6762541806020066
165,CZ,Olomouc,2022,,6.572542372881356,17.926440677966102,17.071186440677966,45.23050847457627,1.510144927536232
166,CZ,Olomouc,2023,,7.7,3.9,37.0,99.0,1.5
167,CZ,Ostrava,2016,,8.183333333333334,15.766666666666666,29.666666666666668,81.33333333333333,4.416666666666667
168,CZ,Ostrava,2017,,9.197267759562841,22.508196721311474,31.098360655737704,82.79234972677595,4.124590163934426
169,CZ,Ostrava,2018,,9.093989071038251,24.350819672131145,30.584699453551913,84.61748633879782,4.876502732240437
170,CZ,Ostrava,2019,,7.680487804878049,21.767479674796746,21.932249322493224,62.36856368563686,3.0574525745257453
171,CZ,Ostrava,2020,,6.242528735632185,21.58390804597701,18.764367816091955,54.87931034482759,2.579022988505747
172,CZ,Ostrava,2021,,6.629305135951662,21.82537764350453,20.05438066465257,56.61933534743203,2.488821752265861
173,CZ,Ostrava,2022,,6.448813559322034,20.478305084745763,20.250847457627117,56.722033898305085,2.56135593220339
174,CZ,Ostrava,2023,,4.4,16.5,16.0,57.0,2.7
175,CZ,Pilsen,2016,,6.766666666666667,12.316666666666668,17.666666666666668,51.833333333333336,3.233333333333333
176,CZ,Pilsen,2017,,8.049726775956284,19.571584699453553,23.207650273224044,64.27322404371584,2.8021857923497264
177,CZ,Pilsen,2018,,7.272131147540984,22.471584699453555,20.420765027322403,59.78688524590164,3.1601092896174863
178,CZ,Pilsen,2019,,7.417615176151761,17.06449864498645,17.281842818428185,45.79132791327913,3.421409214092141
179,CZ,Pilsen,2020,,6.579597701149424,14.335919540229884,15.362068965517242,41.27298850574713,3.098850574712644
180,CZ,Pilsen,2021,,5.925981873111782,15.593051359516616,15.280966767371602,42.468277945619334,3.3302114803625376
181,CZ,Pilsen,2022,,5.53593220338983,20.191525423728812,15.589830508474575,41.75254237288136,2.653220338983051
182,CZ,Pilsen,2023,,6.8,12.2,20.0,55.0,2.6
183,CZ,Prague,2016,,12.1,12.666666666666666,16.833333333333332,46.333333333333336,0.9333333333333332
184,CZ,Prague,2017,,13.362841530054645,21.240437158469945,24.08743169398907,60.37158469945355,2.471584699453552
185,CZ,Prague,2018,,10.977595628415301,23.63551912568306,25.25136612021858,65.14207650273224,3.475
186,CZ,Prague,2019,,10.085054347826087,20.79157608695652,18.24390243902439,46.38211382113821,1.800821917808219
